Suburb,Rooms,Type,Price,Date,Distance,Bathroom,Car,BuildingArea,Regionname,Age
Ringwood,3,h,800000,2017,19.9,2,1,133,Eastern Metropolitan,12
Rosanna,5,h,1170000,2017,8.9,3,3,210,Eastern Metropolitan,42
Scoresby,3,h,870000,2017,22.2,2,2,151,Eastern Metropolitan,36
South Melbourne,4,h,1800000,2017,1.9,3,1,93,Southern Metropolitan,117
South Morang,4,h,485000,2017,20.5,2,2,163,Northern Metropolitan,9
St Kilda,4,h,1600000,2017,5,2,3,160,Southern Metropolitan,107
Strathmore,7,h,2000000,2017,8.2,3,4,355,Western Metropolitan,18
Strathmore,4,h,1610000,2017,8.2,3,2,274,Western Metropolitan,62
Sunshine,3,h,700000,2017,10.5,2,1,130,Western Metropolitan,67
Sunshine,2,h,615000,2017,10.5,1,0,94,Western Metropolitan,77
Surrey Hills,5,h,2400000,2017,10.2,3,2,309,Southern Metropolitan,1
Tarneit,4,h,505000,2017,18.4,2,2,167,Western Metropolitan,7
Tarneit,4,h,560000,2017,18.4,2,2,159,Western Metropolitan,8
Templestowe,4,h,1205000,2017,15.5,2,2,167,Eastern Metropolitan,37
Templestowe,5,h,1750000,2017,15.5,3,2,334,Eastern Metropolitan,27
Templestowe Lower,5,h,1410000,2017,12.4,2,2,250,Eastern Metropolitan,42
Thomastown,3,h,670000,2017,15.3,2,2,121,Northern Metropolitan,37
Toorak,3,u,1350000,2017,4.1,2,1,133,Southern Metropolitan,77
Vermont,4,h,980000,2017,17.2,2,0,192,Eastern Metropolitan,39
Werribee,4,h,455000,2017,14.7,1,4,101,Western Metropolitan,34
Werribee,3,h,455000,2017,14.7,1,1,125,Western Metropolitan,37
West Footscray,4,h,1276000,2017,6.4,2,1,130,Western Metropolitan,72
Wheelers Hill,4,h,1157000,2017,16.7,2,2,162,South-Eastern Metropolitan,46
Wheelers Hill,5,h,1100000,2017,16.7,2,2,237,South-Eastern Metropolitan,47
Wyndham Vale,4,h,500000,2017,27.2,2,1,179,Western Metropolitan,12
Yarraville,4,h,1142000,2017,6.3,3,2,176,Western Metropolitan,5
Yarraville,2,h,780000,2017,6.3,1,1,84,Western Metropolitan,4
Altona,4,h,935000,2017,11,2,2,180,Western Metropolitan,32
Altona,3,t,815000,2017,11,2,2,130,Western Metropolitan,3
Altona North,3,u,451500,2017,9.4,1,1,88,Western Metropolitan,52
Ascot Vale,3,u,825000,2017,4.3,2,2,164,Western Metropolitan,12
Ascot Vale,2,u,425500,2017,4.3,1,1,82,Western Metropolitan,57
Ascot Vale,3,h,1306000,2017,4.3,1,0,126,Western Metropolitan,117
Ashwood,3,h,1420000,2017,10.2,1,1,130,Southern Metropolitan,52
Avondale Heights,4,h,934000,2017,9.5,2,1,163,Western Metropolitan,42
Balwyn,3,h,2330000,2017,7.9,2,4,210,Southern Metropolitan,47
Bayswater North,3,h,762000,2017,23.2,2,2,148,Eastern Metropolitan,37
Blackburn,3,h,1070000,2017,13.4,1,2,96,Eastern Metropolitan,67
Blackburn North,2,u,706000,2017,13.4,1,1,305,Eastern Metropolitan,77
Boronia,3,h,785000,2017,25,2,2,138,Eastern Metropolitan,37
Boronia,4,h,950000,2017,25,2,4,255,Eastern Metropolitan,47
Brighton,4,h,2800000,2017,10.5,3,2,226,Southern Metropolitan,117
Broadmeadows,3,h,570500,2017,14,1,1,92,Northern Metropolitan,52
Broadmeadows,4,h,631000,2017,14,2,2,158,Northern Metropolitan,57
Brunswick,4,h,1350000,2017,5.2,2,1,184,Northern Metropolitan,97
Brunswick East,2,t,702500,2017,4,2,1,78,Northern Metropolitan,4
Brunswick West,2,h,835000,2017,5.2,1,1,77,Northern Metropolitan,67
Bundoora,3,h,710000,2017,12.1,1,1,142,Northern Metropolitan,49
Carnegie,3,h,1840000,2017,10.1,2,1,171,Southern Metropolitan,97
Carnegie,2,u,430000,2017,10.1,1,1,68,Southern Metropolitan,57
Carrum,2,t,495000,2017,31.2,1,1,94,South-Eastern Metropolitan,37
Carrum Downs,2,h,403500,2017,34.9,2,3,101,South-Eastern Metropolitan,8
Caulfield North,1,u,361000,2017,7.8,1,1,53,Southern Metropolitan,42
Chadstone,3,u,960000,2017,11.7,2,2,151,Southern Metropolitan,17
Coburg,3,h,900000,2017,6.7,1,0,102,Northern Metropolitan,97
Craigieburn,2,t,310000,2017,20.6,1,1,114,Northern Metropolitan,4
Croydon,3,h,662000,2017,23,1,1,120,Eastern Metropolitan,67
Delahey,3,h,560000,2017,18,2,2,153,Western Metropolitan,22
Dingley Village,3,t,802000,2017,22.2,2,2,185,South-Eastern Metropolitan,19
Dingley Village,3,h,800000,2017,22.2,2,4,150,South-Eastern Metropolitan,37
Dingley Village,4,h,854000,2017,22.2,2,2,181,South-Eastern Metropolitan,42
Donvale,3,t,920000,2017,16.1,2,2,187,Eastern Metropolitan,10
Donvale,3,h,904000,2017,16.1,1,2,116,Eastern Metropolitan,57
Eaglemont,3,h,1440000,2017,8.9,1,2,116,Eastern Metropolitan,62
Eltham,4,h,1054000,2017,18,3,2,230,Eastern Metropolitan,43
Endeavour Hills,4,h,625000,2017,28.5,2,2,165,South-Eastern Metropolitan,37
Epping,3,h,600000,2017,19.6,1,2,155,Northern Metropolitan,47
Epping,3,h,630000,2017,19.6,2,2,127,Northern Metropolitan,5
Epping,4,h,1012000,2017,19.6,3,3,355,Northern Metropolitan,8
Epping,4,h,565000,2017,19.6,2,2,110,Northern Metropolitan,32
Essendon West,3,h,1410000,2017,7.5,2,1,198,Western Metropolitan,67
Ferntree Gully,4,h,748888,2017,24.8,2,4,280,Eastern Metropolitan,57
Ferntree Gully,4,h,850000,2017,24.8,2,1,148,Eastern Metropolitan,32
Footscray,2,h,991000,2017,5.1,1,1,106,Western Metropolitan,107
Forest Hill,4,h,945000,2017,15.4,2,2,194,Eastern Metropolitan,7
Forest Hill,2,h,1020000,2017,15.4,1,1,116,Eastern Metropolitan,47
Frankston,3,h,506000,2017,38,1,4,123,South-Eastern Metropolitan,33
Frankston,4,h,755000,2017,38,1,1,163,South-Eastern Metropolitan,57
Gisborne,3,h,426000,2017,45.9,1,1,103,Northern Victoria,67
Glen Waverley,2,u,960000,2017,16.7,1,1,101,Eastern Metropolitan,27
Glen Waverley,5,h,1116500,2017,16.7,2,2,182,Eastern Metropolitan,57
Greensborough,2,u,585000,2017,16.1,1,1,79,Northern Metropolitan,52
Greensborough,4,h,800000,2017,16.1,2,2,169,Northern Metropolitan,57
Greensborough,3,h,896000,2017,16.1,2,1,130,Northern Metropolitan,47
Hawthorn,3,u,1150000,2017,5.3,2,1,119,Southern Metropolitan,17
Hawthorn,3,h,1100000,2017,5.3,2,1,109,Southern Metropolitan,18
Heidelberg Heights,2,t,650000,2017,8.8,1,1,107,Eastern Metropolitan,4
Heidelberg West,2,h,580000,2017,8.8,1,2,75,Eastern Metropolitan,62
Hoppers Crossing,3,h,536500,2017,18.4,2,4,129,Western Metropolitan,45
Keilor Downs,4,h,705000,2017,15.5,2,3,198,Western Metropolitan,17
Keilor Downs,4,h,590000,2017,15.5,2,2,152,Western Metropolitan,37
Keilor East,3,h,920000,2017,11.7,2,1,140,Western Metropolitan,57
Keilor East,4,h,1100000,2017,11.7,4,2,267,Western Metropolitan,6
Keilor East,3,h,840000,2017,11.7,1,2,138,Western Metropolitan,47
Kew,3,h,1080000,2017,5.4,2,2,103,Southern Metropolitan,57
Keysborough,4,h,575000,2017,25.2,1,2,131,South-Eastern Metropolitan,42
Maidstone,3,h,930000,2017,6.4,1,4,116,Western Metropolitan,77
Maidstone,2,t,650000,2017,6.4,2,1,104,Western Metropolitan,4
Maidstone,3,t,702000,2017,6.4,2,2,131,Western Metropolitan,17
Meadow Heights,3,h,520000,2017,17.4,1,1,111,Northern Metropolitan,57
Meadow Heights,3,h,520000,2017,17.4,1,2,128,Northern Metropolitan,32
Meadow Heights,4,h,515000,2017,17.4,3,0,122,Northern Metropolitan,32
Melton South,3,h,336000,2017,29.8,1,1,116,Western Victoria,42
Melton South,4,h,426000,2017,29.8,2,3,142,Western Victoria,42
Mill Park,3,h,775500,2017,17.9,1,4,125,Northern Metropolitan,37
Mill Park,3,h,726000,2017,17.9,2,2,132,Northern Metropolitan,35
Mill Park,4,h,710000,2017,17.9,1,2,123,Northern Metropolitan,32
Montmorency,3,t,820000,2017,16.2,2,2,157,Eastern Metropolitan,7
Moonee Ponds,4,h,1425000,2017,6.2,2,2,151,Western Metropolitan,127
Moorabbin,3,t,935000,2017,14.3,2,2,109,Southern Metropolitan,32
Mount Waverley,5,h,2248000,2017,14.2,5,2,398,Eastern Metropolitan,1
Mount Waverley,3,h,1260000,2017,14.2,1,2,148,Eastern Metropolitan,57
Mulgrave,5,h,960000,2017,18.8,2,1,130,South-Eastern Metropolitan,52
Murrumbeena,3,t,956000,2017,10.1,2,1,137,Southern Metropolitan,23
Narre Warren,3,h,605000,2017,34.1,2,2,121,South-Eastern Metropolitan,27
Niddrie,4,h,950000,2017,10.4,1,2,148,Western Metropolitan,47
Northcote,3,h,1307500,2017,5.3,2,0,124,Northern Metropolitan,97
Notting Hill,4,h,1211000,2017,16.7,3,3,167,Southern Metropolitan,47
Oakleigh,4,h,1610000,2017,12.3,2,2,193,Southern Metropolitan,67
Oakleigh East,2,h,1150000,2017,12.3,1,3,122,Southern Metropolitan,47
Pakenham,4,h,435000,2017,47.3,2,2,553,Eastern Victoria,12
Parkdale,1,t,503750,2017,21.5,1,1,88,South-Eastern Metropolitan,10
Point Cook,4,h,690000,2017,14.7,2,2,531,Western Metropolitan,5
Point Cook,4,h,596000,2017,14.7,2,2,182,Western Metropolitan,11
Point Cook,4,h,698000,2017,14.7,2,2,190,Western Metropolitan,5
Reservoir,3,h,953000,2017,12,1,2,115,Northern Metropolitan,47
Reservoir,2,t,710000,2017,12,2,1,138,Northern Metropolitan,4
Reservoir,2,u,502000,2017,12,1,2,69,Northern Metropolitan,2
Ringwood East,3,h,710000,2017,21.3,1,2,88,Eastern Metropolitan,28
Rowville,3,h,735000,2017,23.5,2,1,143,South-Eastern Metropolitan,33
Rowville,3,h,755000,2017,23.5,2,2,178,South-Eastern Metropolitan,14
Roxburgh Park,3,h,537000,2017,20.6,2,2,156,Northern Metropolitan,23
Seaford,2,t,386000,2017,35.4,1,1,106,South-Eastern Metropolitan,47
Seaford,4,h,763000,2017,35.4,2,4,184,South-Eastern Metropolitan,37
Seaford,4,h,768000,2017,35.4,2,3,170,South-Eastern Metropolitan,47
South Melbourne,3,h,2800000,2017,1.9,2,2,193,Southern Metropolitan,157
South Morang,2,t,345000,2017,20.5,1,1,131,Northern Metropolitan,18
St Albans,2,h,610000,2017,14,1,2,135,Western Metropolitan,42
St Albans,3,h,550000,2017,14,1,1,130,Western Metropolitan,52
St Albans,4,h,520000,2017,14,2,1,110,Western Metropolitan,67
Sunshine,3,h,860000,2017,10.5,1,3,126,Western Metropolitan,107
Taylors Lakes,4,h,853000,2017,15.5,3,2,330,Western Metropolitan,27
Toorak,2,u,1140000,2017,4.1,2,2,119,Southern Metropolitan,27
Vermont,3,h,1111500,2017,17.2,1,0,94,Eastern Metropolitan,57
Wantirna South,4,h,1045000,2017,14.7,3,2,153,Eastern Metropolitan,27
Wantirna South,3,u,622000,2017,14.7,1,1,71,Eastern Metropolitan,5
Warrandyte,3,h,826000,2017,21.1,2,0,135,Eastern Metropolitan,42
Watsonia,2,u,655000,2017,14.5,1,1,98,Northern Metropolitan,42
Werribee,3,h,505000,2017,14.7,2,4,116,Western Metropolitan,30
Werribee,2,h,335000,2017,14.7,1,1,113,Western Metropolitan,37
West Footscray,3,t,700000,2017,6.4,2,2,131,Western Metropolitan,4
Westmeadows,3,h,800000,2017,16.5,2,2,142,Northern Metropolitan,32
Wheelers Hill,5,h,1090000,2017,16.7,2,2,246,South-Eastern Metropolitan,39
Williamstown,4,h,1920000,2017,6.8,2,0,178,Western Metropolitan,117
Wollert,4,h,530000,2017,25.5,2,2,155,Northern Metropolitan,6
Yarraville,3,h,982500,2017,6.3,2,2,122,Western Metropolitan,72
Yarraville,3,h,1230000,2017,6.3,1,2,144,Western Metropolitan,137
Abbotsford,2,h,1190000,2017,3,2,1,175,Northern Metropolitan,17
Aberfeldie,3,h,1680000,2017,7.5,2,2,136,Western Metropolitan,52
Altona Meadows,3,h,620000,2017,15.5,1,2,107,Western Metropolitan,42
Altona North,3,h,830000,2017,9.4,2,2,130,Western Metropolitan,52
Altona North,4,h,805000,2017,9.4,2,5,146,Western Metropolitan,67
Altona North,2,h,510000,2017,9.4,1,1,100,Western Metropolitan,16
Ascot Vale,3,t,855000,2017,4.3,1,2,129,Western Metropolitan,6
Ascot Vale,2,h,1035000,2017,4.3,1,1,117,Western Metropolitan,117
Ashwood,4,h,1450000,2017,10.2,2,1,154,Southern Metropolitan,52
Aspendale,3,h,970000,2017,21.5,2,2,154,South-Eastern Metropolitan,57
Avondale Heights,3,h,750000,2017,9.5,1,2,103,Western Metropolitan,27
Avondale Heights,5,h,800000,2017,9.5,2,3,166,Western Metropolitan,32
Balwyn North,5,h,2400000,2017,9.7,4,2,262,Southern Metropolitan,37
Balwyn North,4,h,1850000,2017,9.7,4,3,266,Southern Metropolitan,57
Beaconsfield,4,h,670000,2017,39,2,2,244,Eastern Victoria,12
Beaumaris,3,t,1850000,2017,17.3,3,2,203,Southern Metropolitan,10
Bellfield,2,h,906000,2017,8.8,1,1,109,Eastern Metropolitan,57
Bentleigh,2,u,410000,2017,11.4,1,1,75,Southern Metropolitan,50
Bentleigh,5,h,1500000,2017,11.4,2,2,188,Southern Metropolitan,67
Blackburn South,3,h,874000,2017,13.4,2,1,103,Eastern Metropolitan,3
Braybrook,3,t,560000,2017,8.6,1,1,137,Western Metropolitan,15
Brunswick,3,h,1120000,2017,5.2,1,1,107,Northern Metropolitan,97
Brunswick,2,h,1110000,2017,5.2,1,0,101,Northern Metropolitan,95
Brunswick,4,h,1790000,2017,5.2,3,6,238,Northern Metropolitan,67
Bundoora,5,h,999000,2017,12.1,2,2,268,Northern Metropolitan,26
Carnegie,3,h,1050000,2017,10.1,1,2,133,Southern Metropolitan,27
Caulfield North,2,u,610000,2017,7.8,1,1,88,Southern Metropolitan,10
Chelsea,2,u,639000,2017,27,1,2,104,South-Eastern Metropolitan,37
Cheltenham,3,h,1050000,2017,17.9,1,2,169,Southern Metropolitan,47
Clifton Hill,2,u,640000,2017,3.6,2,1,110,Northern Metropolitan,6
Coburg,3,h,1285000,2017,6.7,1,2,143,Northern Metropolitan,87
Craigieburn,3,h,607500,2017,20.6,2,2,185,Northern Metropolitan,18
Craigieburn,3,h,500000,2017,20.6,2,2,150,Northern Metropolitan,9
Craigieburn,3,h,510000,2017,20.6,2,2,161,Northern Metropolitan,3
Craigieburn,4,h,592500,2017,20.6,2,2,188,Northern Metropolitan,6
Dandenong,3,h,669000,2017,24.7,1,1,145,South-Eastern Metropolitan,57
Dandenong North,5,h,895000,2017,24.7,2,4,186,South-Eastern Metropolitan,47
Delahey,4,h,505000,2017,18,2,2,105,Western Metropolitan,22
Doncaster,5,h,1530000,2017,12.4,3,2,215,Eastern Metropolitan,42
Doncaster East,4,h,1385000,2017,14.3,3,2,203,Eastern Metropolitan,37
Doveton,2,h,472500,2017,28.8,1,2,74,South-Eastern Metropolitan,57
Edithvale,2,u,724000,2017,27,1,2,104,South-Eastern Metropolitan,17
Elsternwick,3,h,1975000,2017,7.2,2,2,165,Southern Metropolitan,117
Elsternwick,3,t,1200000,2017,7.2,1,2,117,Southern Metropolitan,52
Elwood,2,u,630000,2017,7.2,1,1,73,Southern Metropolitan,47
Essendon North,3,h,1535000,2017,8.2,1,2,152,Western Metropolitan,92
Fawkner,2,h,830000,2017,13.1,1,1,102,Northern Metropolitan,67
Ferntree Gully,3,h,740000,2017,24.8,1,2,118,Eastern Metropolitan,62
Footscray,2,u,430000,2017,5.1,1,1,110,Western Metropolitan,10
Footscray,3,h,900000,2017,5.1,1,3,106,Western Metropolitan,137
Footscray,4,h,1000000,2017,5.1,2,1,206,Western Metropolitan,23
Footscray,4,h,891000,2017,5.1,1,3,101,Western Metropolitan,97
Forest Hill,3,h,1011000,2017,15.4,1,1,114,Eastern Metropolitan,57
Glen Iris,2,u,580000,2017,7.3,1,1,62,Southern Metropolitan,47
Glen Iris,2,u,519500,2017,7.3,1,1,73,Southern Metropolitan,47
Glen Waverley,2,u,656000,2017,16.7,1,1,120,Eastern Metropolitan,5
Glen Waverley,5,h,1182000,2017,16.7,2,3,152,Eastern Metropolitan,42
Glen Waverley,3,u,1000000,2017,16.7,2,2,124,Eastern Metropolitan,21
Glenroy,2,u,493000,2017,11.2,1,2,201,Northern Metropolitan,17
Glenroy,3,h,940000,2017,11.2,2,5,173,Northern Metropolitan,57
Glenroy,2,u,435000,2017,11.2,1,1,73,Northern Metropolitan,7
Hadfield,4,h,741000,2017,11.2,1,2,158,Northern Metropolitan,57
Hadfield,3,h,550000,2017,11.2,1,2,100,Northern Metropolitan,67
Hampton,3,t,1405000,2017,13.8,2,2,139,Southern Metropolitan,3
Heathmont,4,h,1270500,2017,21.3,2,3,180,Eastern Metropolitan,60
Heathmont,3,h,751000,2017,21.3,1,2,129,Eastern Metropolitan,67
Hillside,4,h,700000,2017,18,2,4,236,Western Metropolitan,22
Hoppers Crossing,3,h,520000,2017,18.4,1,0,109,Western Metropolitan,31
Hoppers Crossing,4,h,650000,2017,18.4,2,2,205,Western Metropolitan,32
Ivanhoe,2,t,880000,2017,7.8,1,2,113,Eastern Metropolitan,12
Ivanhoe,4,t,985000,2017,7.8,3,2,154,Eastern Metropolitan,1
Jacana,3,h,528000,2017,14,1,3,92,Northern Metropolitan,57
Keilor East,3,h,918000,2017,11.7,2,2,166,Western Metropolitan,17
Kings Park,3,h,565000,2017,14,2,3,106,Western Metropolitan,37
Kurunjang,4,h,362000,2017,31.7,2,2,141,Northern Victoria,47
Lalor,3,h,560000,2017,16.3,1,2,104,Northern Metropolitan,47
Langwarrin,3,u,447000,2017,41,1,2,102,Eastern Victoria,15
Maidstone,3,h,681000,2017,6.4,1,2,93,Western Metropolitan,67
Maidstone,3,h,1005000,2017,6.4,1,5,109,Western Metropolitan,87
Maidstone,2,h,468000,2017,6.4,1,2,89,Western Metropolitan,27
Maribyrnong,3,t,640000,2017,4.3,2,2,132,Western Metropolitan,17
Meadow Heights,3,u,420000,2017,17.4,1,1,94,Northern Metropolitan,27
Melton South,3,h,326000,2017,29.8,1,1,115,Western Victoria,32
Mill Park,3,h,725000,2017,17.9,2,2,129,Northern Metropolitan,37
Mitcham,3,h,1101000,2017,17.2,1,2,132,Eastern Metropolitan,67
Mitcham,4,t,926000,2017,17.2,3,2,170,Eastern Metropolitan,17
Mount Waverley,2,u,611000,2017,14.2,1,1,82,Eastern Metropolitan,47
Mulgrave,3,h,755000,2017,18.8,2,2,132,South-Eastern Metropolitan,12
Mulgrave,3,h,815500,2017,18.8,2,2,104,South-Eastern Metropolitan,57
Newport,3,h,1100000,2017,6.2,2,3,154,Western Metropolitan,77
Niddrie,4,h,1130000,2017,10.4,2,2,163,Western Metropolitan,42
Niddrie,4,h,1006000,2017,10.4,2,1,178,Western Metropolitan,9
Noble Park,2,u,445000,2017,22.7,1,3,82,South-Eastern Metropolitan,19
Noble Park,3,h,650000,2017,22.7,1,1,130,South-Eastern Metropolitan,47
Northcote,3,h,1335000,2017,5.3,1,1,112,Northern Metropolitan,97
Oakleigh South,4,h,1390000,2017,15.5,2,2,243,South-Eastern Metropolitan,7
Pakenham,4,h,643500,2017,47.3,2,2,300,Eastern Victoria,7
Pascoe Vale,2,t,510000,2017,8.5,1,1,88,Northern Metropolitan,5
Pascoe Vale,2,u,550000,2017,8.5,1,1,80,Northern Metropolitan,9
Pascoe Vale,2,u,580000,2017,8.5,1,1,111,Northern Metropolitan,7
Preston,3,h,980000,2017,8.4,1,3,107,Northern Metropolitan,92
Reservoir,2,h,320000,2017,12,1,1,65,Northern Metropolitan,52
Reservoir,5,h,1282500,2017,12,2,2,251,Northern Metropolitan,2
Richmond,2,u,419000,2017,2.4,1,1,51,Northern Metropolitan,6
Richmond,2,u,1667500,2017,2.4,2,2,141,Northern Metropolitan,77
Ringwood,3,h,882500,2017,19.9,2,2,145,Eastern Metropolitan,42
Ringwood,3,h,910000,2017,19.9,2,2,162,Eastern Metropolitan,40
Sandringham,3,h,1651000,2017,15.2,2,1,125,Southern Metropolitan,67
Scoresby,4,h,1040000,2017,22.2,2,2,152,Eastern Metropolitan,47
Scoresby,4,h,1120000,2017,22.2,2,2,179,Eastern Metropolitan,32
South Morang,3,h,500000,2017,20.5,2,2,118,Northern Metropolitan,9
Springvale South,3,h,700000,2017,22.2,1,2,105,South-Eastern Metropolitan,37
Strathmore,4,h,1220000,2017,8.2,1,2,185,Western Metropolitan,57
Sunbury,3,h,500000,2017,31.7,1,3,127,Western Metropolitan,42
Sunbury,3,h,438000,2017,31.7,1,4,96,Western Metropolitan,23
Sunshine North,4,t,650000,2017,10.5,2,1,181,Western Metropolitan,12
Sydenham,4,h,740000,2017,18,2,2,156,Western Metropolitan,17
Tarneit,4,h,463500,2017,18.4,2,2,156,Western Metropolitan,11
Tarneit,3,h,530000,2017,18.4,2,2,153,Western Metropolitan,8
Tarneit,3,h,446000,2017,18.4,2,2,162,Western Metropolitan,5
Taylors Hill,3,h,520000,2017,18,2,2,161,Western Metropolitan,12
Taylors Hill,3,h,530000,2017,18,2,1,119,Western Metropolitan,6
Taylors Hill,5,h,725500,2017,18,3,2,260,Western Metropolitan,6
Taylors Lakes,3,t,502000,2017,15.5,2,2,143,Western Metropolitan,13
Templestowe Lower,4,h,1215000,2017,12.4,2,4,240,Eastern Metropolitan,47
Templestowe Lower,2,t,731000,2017,12.4,1,1,115,Eastern Metropolitan,12
Thomastown,3,h,651000,2017,15.3,1,2,116,Northern Metropolitan,47
Thomastown,3,h,631000,2017,15.3,1,2,121,Northern Metropolitan,52
Thornbury,3,h,1110000,2017,7,1,0,113,Northern Metropolitan,87
Tullamarine,3,h,822000,2017,12.9,1,1,112,Western Metropolitan,57
Vermont,3,h,988000,2017,17.2,1,1,119,Eastern Metropolitan,47
Wantirna South,3,t,630000,2017,14.7,1,2,141,Eastern Metropolitan,16
Watsonia,3,h,830000,2017,14.5,1,1,104,Northern Metropolitan,42
Watsonia North,3,h,710000,2017,14.5,1,2,115,Northern Metropolitan,43
Werribee,3,h,383000,2017,14.7,1,2,95,Western Metropolitan,57
Werribee,4,h,463000,2017,14.7,2,2,148,Western Metropolitan,5
Werribee,3,h,452000,2017,14.7,1,3,121,Western Metropolitan,37
Werribee,4,h,665000,2017,14.7,2,2,201,Western Metropolitan,3
Werribee,3,h,485000,2017,14.7,1,1,88,Western Metropolitan,57
Werribee,4,h,510000,2017,14.7,2,1,147,Western Metropolitan,14
West Footscray,3,h,850000,2017,6.4,1,2,111,Western Metropolitan,107
Williamstown,4,h,1440000,2017,6.8,2,0,170,Western Metropolitan,117
Yarra Glen,3,h,620000,2017,31.4,2,1,180,Northern Victoria,42
Yarraville,2,h,900000,2017,6.3,1,3,123,Western Metropolitan,77
Yarraville,4,h,1407000,2017,6.3,2,2,152,Western Metropolitan,62
Airport West,3,t,780000,2017,10.4,2,1,192,Western Metropolitan,12
Albanvale,3,h,555000,2017,14,1,3,126,Western Metropolitan,37
Albion,3,t,580000,2017,10.5,2,2,110,Western Metropolitan,3
Ardeer,3,h,627000,2017,12.8,1,2,102,Western Metropolitan,57
Ashwood,4,h,1540000,2017,10.2,2,3,205,Southern Metropolitan,47
Balwyn North,4,h,1755000,2017,9.7,2,2,155,Southern Metropolitan,79
Bayswater,3,h,606000,2017,23.2,1,1,94,Eastern Metropolitan,47
Bentleigh,3,t,1435000,2017,11.4,3,2,177,Southern Metropolitan,3
Bentleigh East,3,t,1260000,2017,13.8,2,2,138,Southern Metropolitan,57
Berwick,3,h,620000,2017,35.2,1,2,101,Eastern Victoria,47
Blackburn South,2,u,615000,2017,13.4,1,1,85,Eastern Metropolitan,47
Brighton,2,u,845000,2017,10.5,1,1,110,Southern Metropolitan,57
Broadmeadows,4,h,706000,2017,14,1,4,115,Northern Metropolitan,57
Brookfield,4,h,456000,2017,29.8,2,2,189,Western Victoria,7
Brunswick,2,h,650000,2017,5.2,1,1,70,Northern Metropolitan,47
Brunswick East,2,h,620000,2017,4,1,1,79,Northern Metropolitan,57
Brunswick West,2,h,1150000,2017,5.2,1,1,107,Northern Metropolitan,77
Burwood East,3,u,835000,2017,14.7,2,2,143,Eastern Metropolitan,17
Cairnlea,3,h,640000,2017,14.8,2,2,170,Western Metropolitan,9
Camberwell,3,t,1280000,2017,7.7,2,2,158,Southern Metropolitan,3
Camberwell,4,h,2500000,2017,7.7,2,3,225,Southern Metropolitan,87
Carnegie,3,u,1151000,2017,10.1,2,1,115,Southern Metropolitan,22
Carrum,3,h,625000,2017,31.2,2,1,170,South-Eastern Metropolitan,67
Carrum Downs,3,h,480000,2017,34.9,1,0,106,South-Eastern Metropolitan,36
Chadstone,5,t,1050000,2017,11.7,2,2,159,Southern Metropolitan,6
Chelsea Heights,5,h,835500,2017,27,5,4,243,South-Eastern Metropolitan,27
Cheltenham,4,h,1740000,2017,17.9,2,2,283,Southern Metropolitan,7
Coburg,4,h,1400000,2017,6.7,2,2,165,Northern Metropolitan,87
Coburg,2,h,996000,2017,6.7,1,1,97,Northern Metropolitan,87
Coburg North,4,h,1011000,2017,6.7,2,2,145,Northern Metropolitan,87
Coburg North,3,t,830000,2017,6.7,2,2,142,Northern Metropolitan,9
Craigieburn,4,h,510000,2017,20.6,2,1,83,Northern Metropolitan,3
Craigieburn,4,h,590000,2017,20.6,2,2,200,Northern Metropolitan,10
Craigieburn,3,h,390000,2017,20.6,1,1,109,Northern Metropolitan,16
Cranbourne North,4,h,500000,2017,34.7,2,0,149,South-Eastern Metropolitan,27
Doncaster,3,h,1420000,2017,12.4,1,2,130,Eastern Metropolitan,52
Doncaster East,3,h,1460000,2017,14.3,1,2,117,Eastern Metropolitan,52
Doveton,3,h,450000,2017,28.8,1,0,85,South-Eastern Metropolitan,57
Elsternwick,2,u,834500,2017,7.2,1,2,92,Southern Metropolitan,12
Eltham North,4,h,920000,2017,18,3,2,209,Eastern Metropolitan,37
Elwood,2,u,930000,2017,7.2,1,1,80,Southern Metropolitan,87
Elwood,2,u,720000,2017,7.2,1,2,90,Southern Metropolitan,97
Elwood,2,u,715000,2017,7.2,1,1,80,Southern Metropolitan,12
Emerald,2,h,655000,2017,36.9,1,0,81,Eastern Victoria,37
Endeavour Hills,3,h,630000,2017,28.5,2,2,128,South-Eastern Metropolitan,32
Endeavour Hills,3,h,676000,2017,28.5,2,3,114,South-Eastern Metropolitan,37
Epping,4,h,658000,2017,19.6,2,2,200,Northern Metropolitan,20
Epping,3,h,500000,2017,19.6,2,2,130,Northern Metropolitan,6
Epping,3,h,560000,2017,19.6,2,1,147,Northern Metropolitan,10
Epping,2,u,503000,2017,19.6,2,2,115,Northern Metropolitan,17
Fairfield,3,h,1800000,2017,5.7,1,2,112,Northern Metropolitan,92
Ferntree Gully,3,h,861000,2017,24.8,2,1,162,Eastern Metropolitan,57
Ferntree Gully,4,h,890000,2017,24.8,2,2,177,Eastern Metropolitan,25
Frankston,4,h,680000,2017,38,2,3,210,South-Eastern Metropolitan,37
Frankston North,3,h,570000,2017,36.9,1,4,104,Eastern Victoria,57
Frankston South,4,h,945000,2017,38,2,2,265,South-Eastern Metropolitan,8
Glenroy,3,h,820000,2017,11.2,1,4,135,Northern Metropolitan,67
Glenroy,3,h,680000,2017,11.2,1,1,104,Northern Metropolitan,57
Greensborough,4,h,770000,2017,16.1,2,2,169,Northern Metropolitan,42
